정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
서창공영차고지,39871,9923,112,9923,112,0,334.5
서창공영차고지,39872,394,6235,394,6235,0,220.97
서창공영차고지입구,92084,127,17,127,17,0,4.8
서창도서관,39893,1601,1666,1601,1666,0,108.9
서창도서관,39894,1793,1376,1793,1376,0,105.63
서창도서관입구,39956,243,1965,243,1965,0,73.6
서창도서관입구,39957,3070,1114,3070,1114,0,139.47
서창동화원,39619,306,1119,306,1119,0,47.5
서창동화원,39620,838,483,838,483,0,44.03
서창베라체아파트후문,39895,384,98,384,98,0,16.07
서창베라체아파트후문,39896,35,545,35,545,0,19.33
서창센트라스아파트후문,39916,7318,838,7318,838,0,271.87
서창센트라스아파트후문,39917,1428,4579,1428,4579,0,200.23
서창센트럴푸르지오,39811,3896,400,3896,400,0,143.2
서창센트럴푸르지오,39812,390,3580,390,3580,0,132.33
서창센트럴푸르지오,39903,15521,8599,15521,8599,0,804
서창센트럴푸르지오,39904,15184,14353,15184,14353,0,984.57
서창이편한세상1002동,39905,13859,9283,13859,9283,0,771.4
서창이편한세상1002동,39906,8966,15396,8966,15396,0,812.07
서창이편한세상정문,39854,1049,14147,1049,14147,0,506.53
서창이편한세상정문,39855,14842,568,14842,568,0,513.67
서창자이아파트105동,92083,371,935,371,935,0,43.53
서창퍼스트뷰후문,39777,13374,3262,13374,3262,0,554.53
서창퍼스트뷰후문맞은편,39778,2299,11713,2299,11713,0,467.07
서창휴먼시아12단지,39897,2684,188,2684,188,0,95.73
서창휴먼시아12단지,39898,450,2025,450,2025,0,82.5
서초구청,22129,331,24,331,24,0,11.83
서초동삼성아파트,22140,19,199,19,199,0,7.27
서초동예술의전당,22152,642,25,642,25,0,22.23
서초문화예술정보학교,22132,4,1545,4,1545,0,51.63
서초아트자이아파트,31050,4696,15180,4696,15180,0,662.53
서초역1번출구,31007,8536,33250,8536,33250,0,1392.87
서한리구마을회관,90294,14,8,14,8,0,0.73
서한리구마을회관,90296,11,0,11,0,0,0.37
서한리마을회관,90295,47,33,47,33,0,2.67
서한리입구,90292,0,1,0,1,0,0.03
서한이다음아파트,35912,1159,2964,1155,2964,4,137.43
서한이다음아파트정문,35583,4067,2061,4063,2061,4,204.27
서해5도특별경비단,35098,2121,128,2121,128,0,74.97
서해5도특별경비단,35884,60,1791,60,1791,0,61.7
서해그랑블,40828,2146,107,2146,107,0,75.1
서해그랑블,40829,1,31,1,31,0,1.07
서해그랑블,42789,3380,7432,3380,7432,0,360.4
서해그랑블,42790,5545,2673,5545,2673,0,273.93
서해그랑블,42912,4297,1171,4297,1171,0,182.27
서해그랑블1단지아파트,38604,1267,66,1267,66,0,44.43
서해그랑블1단지아파트,38605,43,882,43,882,0,30.83
서해그랑블3단지아파트,38725,692,38,692,38,0,24.33
서해그랑블3단지아파트,38726,66,658,66,658,0,24.13
서해그랑블·옹암체육센터,38584,3831,5080,3831,5080,0,297.03
서해그랑블·옹암체육센터,38585,4115,4114,4115,4114,0,274.3
서해그랑블아파트후문,39973,2271,2550,2271,2550,0,160.7
서해그랑블아파트후문,39974,3794,2719,3794,2719,0,217.1
서해그랑블후문,40610,100,1175,100,1175,0,42.5
서해수산연구소,35007,85,3,85,3,0,2.93
서해수산연구소,35008,25,264,25,264,0,9.63
서해아파트,38164,3178,1657,3178,1657,0,161.17
서해아파트,38169,2290,2615,2290,2615,0,163.5
서해아파트,41181,1697,2268,1697,2268,0,132.17
서해아파트,41182,2673,1547,2673,1547,0,140.67
서해아파트,42354,3719,9085,3719,9085,0,426.8
서해아파트,42355,13773,4022,13773,4022,0,593.17
서홍의입구,43446,3,13,3,13,0,0.53
서홍의입구,43796,5,2,5,2,0,0.23
서화초등학교(도화e편한세상),37438,16465,8095,16465,8095,0,818.67
서화초등학교(도화역금강펜테리움),37623,10984,13875,10984,13875,0,828.63
서흥초등학교,36071,8052,3573,8052,3573,0,387.5
서흥초등학교,36116,741,421,741,421,0,38.73
서흥초등학교,36117,276,2638,276,2638,0,97.13
서희스타힐스아파트,43053,1038,2030,1036,2030,2,102.27
서희스타힐스아파트,43054,2181,1008,2174,1008,7,106.3
석남고가교입구사거리,42655,24052,10604,24052,10604,0,1155.2
석남고가사거리,42145,23040,18191,23040,18191,0,1374.37
석남고가사거리,42151,33239,25696,33239,25696,0,1964.5
석남금호어울림아파트101동,42656,4940,9731,4940,9731,0,489.03
석남도서관,42182,1584,2123,1584,2123,0,123.57
석남서초등학교,42108,4958,3563,4958,3563,0,284.03
석남신사거리,42149,2477,1879,2477,1879,0,145.2
석남신사거리,42150,2052,3254,2052,3254,0,176.87
석남역(5번출구),42577,24235,48221,24235,48221,0,2415.2
석남중앙교회,42138,3660,2542,3660,2542,0,206.73
석남중학교,42126,7426,5412,7426,5412,0,427.93
석남중학교,42128,6510,7039,6510,7039,0,451.63
석남초등학교,42165,10180,3538,10180,3538,0,457.27
석남초등학교,42167,3215,8192,3215,8192,0,380.23
석락아파트,37241,11847,10169,11847,10169,0,733.87
석락아파트,37244,2434,3532,2434,3532,0,198.87
석모1리마을회관,90145,34,17,34,17,0,1.7
석모1리마을회관,90146,0,9,0,9,0,0.3
석모대교(석모리방향),90137,1,55,1,55,0,1.87
석모대교(석모리방향),90138,34,29,34,29,0,2.1
석모대교(석포리방향),90139,35,3,35,3,0,1.27
석모대교(석포리방향),90140,24,67,24,67,0,3.03
석모대교(외포리방향),90121,3,56,3,56,0,1.97
석모대교(외포리방향),90122,48,5,48,5,0,1.77
석모대교(황청리방향),90197,4,6,4,6,0,0.33
석모대교전망대,90249,1,1,1,1,0,0.07
석모대교전망대,90250,4,5,4,5,0,0.3
석모도미네랄온천,90163,97,43,96,43,1,4.67
석모도미네랄온천,90164,3,60,3,60,0,2.1
석모도수목원입구(삼산초등학교),90143,21,61,21,61,0,2.73
석모도수목원입구(삼산초등학교),90144,137,51,137,51,0,6.27
석모도자연휴양림입구,90151,0,3,0,3,0,0.1
석모도자연휴양림입구,90152,20,25,18,25,2,1.5
석바위,37365,25036,21808,25036,21808,0,1561.47
석바위,37370,59564,43898,59564,43898,0,3448.73
석바위시장,37378,2664,7149,2664,7149,0,327.1
석바위시장,37381,24791,26952,24791,26952,0,1724.77
석바위시장,37382,22081,19378,22081,19378,0,1381.97
석바위시장,37384,6040,4342,6040,4342,0,346.07
석바위시장,37544,3025,4791,3025,4791,0,260.53
석바위시장역,37373,6555,6712,6555,6712,0,442.23
석바위시장역,37374,5465,5696,5465,5696,0,372.03
석산,43375,8,46,8,46,0,1.8
석산,43833,48,3,47,3,1,1.7
석산로,92051,1158,569,1158,569,0,57.57
석산로,92052,733,719,733,719,0,48.4
석암초등학교,37412,4521,4982,4521,4982,0,316.77
석암초등학교앞,37407,16368,9985,16368,9985,0,878.43
석정여자고등학교,39416,1472,187,1472,187,0,55.3
석정여자고등학교,39418,65,1733,65,1733,0,59.93
석조여래입상앞,43663,0,41,0,41,0,1.37
석조여래입상앞,43692,81,0,81,0,0,2.7
석천사거리,39308,774,881,774,881,0,55.17
석천사거리역,39317,4601,7993,4601,7993,0,419.8
석천사거리역,39320,3433,3512,3433,3512,0,231.5
석천시장,39502,1193,4455,1193,4455,0,188.27
석포리마을회관,90191,41,4,41,4,0,1.5
석포리마을회관,90192,17,35,17,35,0,1.73
석포항,90203,35,65,34,65,1,3.33
석화사입구,35932,3,1,3,1,0,0.13
석화사입구,35933,1,3,1,3,0,0.13
선경그린빌라,42307,2083,1597,2083,1597,0,122.67
선경그린빌라,42541,173,758,173,758,0,31.03
선경아파트,40238,7436,1838,7436,1838,0,309.13
선광,38542,2,300,2,300,0,10.07
선광,38543,245,8,245,8,0,8.43
선녀바위유원지,35004,926,16,926,16,0,31.4
선녀바위유원지,35006,173,832,173,832,0,33.5
선녀바위해수욕장,35484,1218,168,1218,168,0,46.2
선녀바위해수욕장,35485,220,1318,220,1318,0,51.27
선동,43248,13,17,13,17,0,1
선동,43886,59,2,59,2,0,2.03
선두1리,43009,221,81,221,81,0,10.07
선두1리,43099,55,164,55,164,0,7.3
선두4리마을회관,43242,63,9,63,9,0,2.4
선두4리마을회관,43644,1,40,1,40,0,1.37
선두5리어판장입구,90131,5,21,5,21,0,0.87
선두5리어판장입구,90132,6,6,6,6,0,0.4
선릉역,23218,4140,18,4140,18,0,138.6
선릉역,23259,23,4801,23,4801,0,160.8
선린감리교회,40043,4199,2340,4199,2340,0,217.97
선린감리교회,40047,4761,6578,4761,6578,0,377.97
선바위역1번출구,66002,2122,43965,2122,43965,0,1536.23
선바위역2번출구(광역),66001,28008,1667,28008,1667,0,989.17
선수,43433,8,17,8,17,0,0.83
선수,43483,7,4,7,4,0,0.37
선수여객선착장,43429,260,198,256,198,4,15.27
선수여객선착장,43479,26,86,26,86,0,3.73
선수촌사거리,39889,230,779,230,779,0,33.63
선수촌사거리,39890,373,349,373,349,0,24.07
선원고개앞,90448,0,1,0,1,0,0.03
선원면사무소앞,90067,8,18,8,18,0,0.87
선원면사무소앞,90068,1,6,1,6,0,0.23
선원면주민센터,43042,335,610,334,610,1,31.5
선원면주민센터,43070,586,224,584,224,2,27
선원사,43305,0,3,0,3,0,0.1
선원사,43742,10,12,10,12,0,0.73
선원사초입,43307,11,6,11,6,0,0.57
선원사초입,43756,1,3,1,3,0,0.13
선원초등학교,43044,93,202,93,202,0,9.83
선원초등학교,43045,208,88,204,88,4,9.87
선재대교입구,44005,21,533,21,533,0,18.47
선재대교입구,44006,624,40,624,40,0,22.13
선주삼거리,41481,0,13,0,13,0,0.43
선주지교회,41482,54,43,54,43,0,3.23
선주지다리,41480,11,34,11,34,0,1.5
선주지다리,41501,2,13,2,13,0,0.5
선주지동경로당,41671,76,55,76,55,0,4.37
선주지회차지,41483,32,22,32,22,0,1.8
선학골,90462,8,2,8,2,0,0.33
선학골삼거리,90461,1,0,1,0,0,0.03
선학동행정복지센터.정광아파트,38297,1249,1410,1249,1410,0,88.63
선학사거리,38295,1356,3846,1356,3846,0,173.4
선학아파트,38232,6978,1887,6978,1887,0,295.5
선학아파트,38343,3689,10910,3689,10910,0,486.63
선학어린이집,38300,1944,1930,1944,1930,0,129.13
선학역,38305,31723,14659,31723,14659,0,1546.07
선학역(1번출구),38306,19383,25578,19383,25578,0,1498.7
선학중학교·마을엔,38283,1035,1106,1035,1106,0,71.37
선학체육관(하키경기장),38308,3154,2391,3154,2391,0,184.83
선학체육관(하키경기장),38309,2880,4368,2880,4368,0,241.6
선행리입구,43908,67,120,65,120,2,6.23
선행리입구,43909,38,11,38,11,0,1.63
설호아파트,43378,7,126,7,126,0,4.43
설호아파트,43618,164,34,164,34,0,6.6
성강지식산업센터,39837,577,707,577,707,0,42.8
성경,43603,197,19,196,19,1,7.2
성경,43771,27,176,27,176,0,6.77
성동검문소,35285,5,337,5,337,0,11.4
성동검문소,35286,294,10,294,10,0,10.13
성리중학교,39969,39,7,39,7,0,1.53
성리중학교,39979,2,158,2,158,0,5.33
성리초등학교,39200,25818,21810,25818,21810,0,1587.6
성리초등학교,39201,9583,17417,9583,17417,0,900
성문교회,39462,535,5,535,5,0,18
성문아파트,39591,3870,1540,3870,1540,0,180.33
성문아파트(문화연립),39257,3095,4026,3095,4026,0,237.37
성민병원,42159,15387,15296,15387,15296,0,1022.77
성민병원,42162,16384,17938,16384,17938,0,1144.07
성보공업,42007,2000,2250,2000,2250,0,141.67
성산교회,40572,985,6245,985,6245,0,241
성신아크릴산업,89313,124,2,123,2,1,4.2
성신아크릴산업,89327,4,160,4,160,0,5.47
성웅아파트,42048,4437,3126,4437,3126,0,252.1
성웅아파트,42051,4266,2805,4266,2805,0,235.7
성원기계,92016,1129,1720,1129,1720,0,94.97
성원빌딩.우편취급국,37425,11789,6627,11789,6627,0,613.87
성원아파트,70022,2651,4,2651,4,0,88.5
성일산업,39787,803,1118,803,1118,0,64.03
성일산업,39788,737,688,737,688,0,47.5
성일아파트후문앞,40311,909,473,909,473,0,46.07
성지아파트,38017,24776,34011,24776,34011,0,1959.57
성지아파트,41025,5271,3767,5271,3767,0,301.27
성지초등학교,41033,1942,4000,1942,4000,0,198.07
성지초등학교,41034,2623,1616,2623,1616,0,141.3
성터지,43038,306,153,306,153,0,15.3
성터지,43039,159,267,159,267,0,14.2
성호아파트,38204,12572,11651,12572,11651,0,807.43
세광2차아파트,43758,2200,788,2178,788,22,99.6
세광2차아파트,43857,532,1706,530,1706,2,74.6
세광아파트,43049,1264,2549,1259,2549,5,127.1
세광아파트,43050,2569,917,2565,917,4,116.2
세농푸드,41510,7,0,7,0,0,0.23
세우산업,39094,2206,4498,2206,4498,0,223.47
세월천사거리,40489,2660,9176,2660,9176,0,394.53
세일빌라.인천산림조합,39158,2498,1339,2498,1339,0,127.9
세일빌라.인천산림조합,39159,4641,3475,4641,3475,0,270.53
세현정공,39033,946,1941,946,1941,0,96.23
세화파렛텍,90216,39,42,39,42,0,2.7
센타빌딩,39902,12309,14575,12309,14575,0,896.13
센트럴공원,38490,1405,3355,1405,3355,0,158.67
센트럴파크1,38463,721,206,721,206,0,30.9
센트럴파크2,38464,416,404,416,404,0,27.33
센트럴파크역,38397,7560,2852,7560,2852,0,347.07
센트럴파크역,38574,1198,2972,1198,2972,0,139
센트럴파크푸르지오아파트,38544,2226,1879,2226,1879,0,136.83
센트럴파크푸르지오아파트,38545,1618,2151,1618,2151,0,125.63
센트럴푸르지오501동앞,92071,2518,553,2518,553,0,102.37
셀트리온(주),38319,286,616,286,616,0,30.07
셀트리온(주)앞,38513,491,444,491,444,0,31.17
셀트리온2공장앞,38474,919,934,919,934,0,61.77
셀트리온2공장앞,38475,2213,948,2213,948,0,105.37
소게,43185,4,128,4,128,0,4.4
소게,43243,112,4,112,4,0,3.87
소구월사거리,39266,5888,12196,5888,12196,0,602.8
소구월사거리,39268,4608,4019,4608,4019,0,287.57
소나무,43396,58,0,58,0,0,1.93
소나무,43805,2,50,2,50,0,1.73
소담(장미)마을입구,90236,0,8,0,8,0,0.27
소담(장미)마을입구,90237,10,0,10,0,0,0.33
소동,43412,163,0,163,0,0,5.43
소동,43829,1,219,1,219,0,7.33
소똑골입구,90424,48,29,48,29,0,2.57
소래도서관,39829,13,399,13,399,0,13.73
소래산등산로입구,39770,4,83,4,83,0,2.9
소래산등산로입구,39771,28,5,28,5,0,1.1
소래산입구,39668,24,898,24,898,0,30.73
소래산입구,39670,1706,15,1706,15,0,57.37
소래역사관,39816,229,1345,229,1345,0,52.47
소래역사관,39817,3267,197,3267,197,0,115.47
소래초등학교,39615,292,316,292,316,0,20.27
소래포구,39815,864,93,864,93,0,31.9
소래포구,39818,144,2846,144,2846,0,99.67
소래포구역,39647,3867,1699,3867,1699,0,185.53
소래포구역,39648,3233,6295,3233,6295,0,317.6
소래포구역,39710,2009,62,2009,62,0,69.03
소래포구역앞,92063,2743,1175,2743,1175,0,130.6
소래포구역종점,39793,2051,3761,2051,3761,0,193.73
소래포구입구,70009,1027,158,1027,158,0,39.5
소래포구입구(논현푸르지오A),39109,452,1106,452,1106,0,51.93
소래포구입구(논현푸르지오A),39114,224,280,224,280,0,16.8
소래포구해오름광장,92074,104,1971,104,1971,0,69.17
소래풍림아파트,39122,2991,836,2991,836,0,127.57
소리공원(하모니로),38721,863,907,863,907,0,59
소리공원(하모니로),38722,315,388,315,388,0,23.43
소망탑빌라,40116,13,510,13,510,0,17.43
소방대앞,90022,44,80,44,80,0,4.13
소방대앞,90023,394,44,393,44,1,14.6
소산서원,70011,168,914,168,914,0,36.07
소산서원,70012,398,447,398,447,0,28.17
소장전,43996,11,34,11,34,0,1.5
소장전,43997,18,7,18,7,0,0.83
소첨도공원,89540,4129,55,4129,55,0,139.47
소첨도공원,89541,32,2878,32,2878,0,97
소촌마을,41662,93,19,93,19,0,3.73
속아지,43344,24,1,24,1,0,0.83
속아지,43848,3,29,3,29,0,1.07
솔밭마을,38193,936,322,936,322,0,41.93
솔빛마을,36034,8789,9562,8789,9562,0,611.7
솔빛마을,36037,6849,6309,6849,6309,0,438.6
솔빛마을주공아파트,36049,10302,6840,10302,6840,0,571.4
솔빛마을주공아파트,36050,9216,12368,9216,12368,0,719.47
솔빛주공2단지,36045,1008,842,1008,842,0,61.67
솔안공원,38348,11158,7509,11158,7509,0,622.23
솔정,43526,36,3,36,3,0,1.3
솔정,43871,7,28,7,28,0,1.17
솔정1리마을회관,90085,0,2,0,2,0,0.07
솔정1리마을회관,90086,0,1,0,1,0,0.03
솔정마을,43129,75,9,73,9,2,2.8
솔정마을,43811,15,0,15,0,0,0.5
솔정마을,43872,18,66,18,66,0,2.8
솔정마을,90108,0,22,0,22,0,0.73
솔정정미소,43130,16,26,16,26,0,1.4
솔정정미소,43134,47,15,47,15,0,2.07
솔터마을입구,80327,1205,382,1205,382,0,52.9
솔터마을입구,80336,1289,1107,1289,1107,0,79.87
솔펜션,44177,23,2,23,2,0,0.83
송곡촌,43439,18,24,18,24,0,1.4
송곡촌,43815,91,37,91,37,0,4.27
송내고교입구,11014,96,386,96,386,0,16.07
송내고교입구,11015,663,144,663,144,0,26.9
송내고등학교,40219,2389,2672,2389,2672,0,168.7
송내남부역,40761,206,2807,206,2807,0,100.43
송내역,56005,106689,110735,106689,110735,0,7247.47
송내역.로데오거리,55267,5520,26884,5520,26884,0,1080.13
송내역.영화의거리,55263,22977,7251,22977,7251,0,1007.6
송내역남부,56002,162111,132637,162111,132637,0,9824.93
송담초등학교,38667,1898,536,1898,536,0,81.13
송담초등학교,38668,400,1690,400,1690,0,69.67
송도1동행정복지센터,38012,5808,14203,5808,14203,0,667.03
송도2동행정복지센터,38492,6830,4645,6830,4645,0,382.5
송도2동행정복지센터,38588,3690,3208,3690,3208,0,229.93
송도2동행정복지센터,38817,6,814,6,814,0,27.33
송도MTB파크,38746,112,225,112,225,0,11.23
송도SK뷰(101동),38635,3248,1093,3248,1093,0,144.7
송도SK뷰(105동),38632,367,2186,367,2186,0,85.1
송도SK뷰(105동),38633,3119,361,3119,361,0,116
송도sk뷰,38707,736,3625,736,3625,0,145.37
송도sk뷰,38708,600,1221,600,1221,0,60.7
송도고입구,38215,4336,3203,4336,3203,0,251.3
송도고입구,38221,1766,1066,1766,1066,0,94.4
송도공영차고지,38472,535,412,535,412,0,31.57
송도국제교입구,38597,361,0,361,0,0,12.03
송도국제도서관,38807,525,430,525,430,0,31.83
송도국제도서관,38808,496,694,496,694,0,39.67
송도국제도서관,38809,637,270,637,270,0,30.23
송도국제도서관,38810,133,721,133,721,0,28.47
송도국제도시디에트르시그니처뷰,38771,4557,2663,4557,2663,0,240.67
송도글로벌캠퍼스푸르지오아파트,38711,1436,1242,1436,1242,0,89.27
송도누리공원,38663,4966,4355,4966,4355,0,310.7
송도누리공원,38664,1187,3831,1187,3831,0,167.27
송도달빛축제공원,38776,841,937,841,937,0,59.27
송도달빛축제공원역,38696,16258,4164,16258,4164,0,680.73
송도달빛축제공원역,38697,3711,17557,3711,17557,0,708.93
송도더샵그린스퀘어,39843,3799,1505,3799,1505,0,176.8
송도더샵그린워크,38526,1239,226,1239,226,0,48.83
송도더샵그린워크2차,38493,2696,3718,2696,3718,0,213.8
송도더샵마스터뷰21단지,38578,6303,1226,6303,1226,0,250.97
송도더샵마스터뷰22단지,38693,1436,970,1436,970,0,80.2
송도더샵마스터뷰22단지,38695,708,1199,708,1199,0,63.57
송도더샵마스터뷰22단지(2202동),38698,230,726,230,726,0,31.87
송도더샵마스터뷰22단지(2202동),38712,875,274,875,274,0,38.3
송도더샵마스터뷰22단지(정문),38694,478,1631,478,1631,0,70.3
송도더샵마스터뷰23단지,38441,3646,4984,3646,4984,0,287.67
송도더샵마스터뷰23단지,38442,874,6885,874,6885,0,258.63
송도더샵마스터뷰23단지(정문),38692,1796,248,1796,248,0,68.13
송도더샵센트럴시티,39842,1956,4078,1956,4078,0,201.13
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,8328,1793,8328,1793,0,337.37
송도더샵퍼스트월드,38589,1455,1954,1455,1954,0,113.63
송도더샵퍼스트월드(동문),38013,17990,8579,17990,8579,0,885.63
송도더샵퍼스트월드(서문),38381,4199,2032,4199,2032,0,207.7
송도더샵퍼스트월드B동.C동,38425,3508,2326,3508,2326,0,194.47
송도더샵퍼스트월드D동,38009,2011,2113,2011,2113,0,137.47
송도더샵퍼스트파크14단지,38560,546,2654,546,2654,0,106.67
송도더샵퍼스트파크14단지,38577,2124,177,2124,177,0,76.7
송도더샵퍼스트파크15단지,38559,238,983,238,983,0,40.7
송도더샵퍼스트파크15단지,38576,1013,176,1013,176,0,39.63
송도더샵하버뷰2차,38467,2483,11917,2483,11917,0,480
송도동일하이빌파크포레아파트,38680,3548,1092,3548,1092,0,154.67
송도라마다호텔앞,38065,2128,4947,2128,4947,0,235.83
송도라마다호텔앞,38067,11512,7701,11512,7701,0,640.43
송도랜드마크시티13호근린공원,38738,1030,6411,1030,6411,0,248.03
송도랜드마크시티13호근린공원,38739,5941,899,5941,899,0,228
송도랜드마크푸르지오시티,38747,1818,3020,1818,3020,0,161.27
송도럭스오션SK뷰,38797,1119,2211,1119,2211,0,111
송도럭스오션SK뷰,38798,1713,384,1713,384,0,69.9
송도럭스오션SK뷰101동,38799,1215,2684,1215,2684,0,129.97
송도럭스오션SK뷰101동,38800,2982,1273,2982,1273,0,141.83
송도베르디움더퍼스트후문,39985,1343,5407,1343,5407,0,225
송도세브란스병원,38651,433,1533,433,1533,0,65.53
송도센트럴파크,38452,4324,8754,4324,8754,0,435.93
송도센트럴파크역,38563,2620,1032,2620,1032,0,121.73
송도소방서(송도스마트밸리),39801,1442,2551,1442,2551,0,133.1
송도스마트밸리,39802,4529,1614,4529,1614,0,204.77
송도스포츠센터(LNG야구장),39721,685,636,685,636,0,44.03
송도아트윈푸르지오,38549,905,605,905,605,0,50.33
송도아트윈푸르지오,38562,10,563,10,563,0,19.1
송도에듀포레푸르지오,39921,1592,5498,1592,5498,0,236.33
송도에듀포레푸르지오후문,39986,5877,907,5877,907,0,226.13
송도역,38213,3134,2243,3134,2243,0,179.23
송도역,38505,8468,16976,8468,16976,0,848.13
송도역전시장,38207,7810,9030,7810,9030,0,561.33
송도역전시장,38210,10255,8786,10255,8786,0,634.7
송도역전시장,38220,6870,2497,6870,2497,0,312.23
송도영남아파트,38224,8349,6632,8349,6632,0,499.37
송도오션파크베르디움,38642,3132,21790,3132,21790,0,830.73
송도요양원,38144,2254,2874,2254,2874,0,170.93
송도유원지(한국도로교통공단),38081,11618,13024,11618,13024,0,821.4
송도유원지(한국도로교통공단),38088,20557,7922,20557,7922,0,949.3
송도자이더스타,38783,478,1610,478,1610,0,69.6
송도자이더스타,38790,1535,650,1535,650,0,72.83
송도자이더스타104동,38813,30,238,30,238,0,8.93
송도자이더스타104동,38814,1098,163,1098,163,0,42.03
송도자이더스타109동,38815,17,150,17,150,0,5.57
송도자이더스타109동,38816,489,122,489,122,0,20.37
송도자이크리스탈오션,38779,3275,1599,3275,1599,0,162.47
송도자이크리스탈오션,38780,3554,2508,3554,2508,0,202.07
송도자이하버뷰,38521,3567,2363,3567,2363,0,197.67
송도자이하버뷰1단지,38468,15093,2362,15093,2362,0,581.83
송도자이하버뷰2단지(202동),38488,1698,3802,1698,3802,0,183.33
송도자이하버뷰2단지(205동),38455,489,486,489,486,0,32.5
송도자이하버뷰2단지(정문),38465,3864,2617,3864,2617,0,216.03
송도자이하버뷰2단지(정문),38498,3027,2506,3027,2506,0,184.43
송도제2차고지,38703,774,647,774,647,0,47.37
송도제2차고지입구,38735,257,435,257,435,0,23.07
송도중학교,35155,12311,13151,12311,13151,0,848.73
송도지웰푸르지오시티,38424,5696,8685,5696,8685,0,479.37
송도채석장,38175,605,2367,605,2367,0,99.07
송도체육센터,38699,238,802,238,802,0,34.67
송도체육센터,38700,940,257,940,257,0,39.9
송도컨벤시아,38367,1859,5685,1859,5685,0,251.47
송도컨벤시아,38369,2586,1389,2586,1389,0,132.5
송도컨벤시아남문,38660,2251,1367,2251,1367,0,120.6
송도컨벤시아남문,38661,1454,2384,1454,2384,0,127.93
송도타임스페이스,38720,4487,6817,4487,6817,0,376.8
송도테크노파크IT센터,38752,29,1142,29,1142,0,39.03
송도테크노파크IT센터,39929,8752,4324,8752,4324,0,435.87
송도파크레인동일하이빌,38625,54,319,54,319,0,12.43
송도파크레인동일하이빌,38626,796,733,796,733,0,50.97
송도파크레인입구,38538,1081,3513,1081,3513,0,153.13
송도파크레인입구,38539,1633,1783,1633,1783,0,113.87
송도파크자이,38627,907,500,907,500,0,46.9
송도파크자이,38628,14,771,14,771,0,26.17
송도파크자이아파트,38638,10034,8287,10034,8287,0,610.7
송도파크자이아파트정문,38677,1590,5293,1590,5293,0,229.43
송도푸르지오월드마크,38426,6451,7092,6451,7092,0,451.43
송도푸르지오하버뷰,38494,3397,4528,3397,4528,0,264.17
송도풍림아이원1단지,38033,3438,24706,3438,24706,0,938.13
송도풍림아이원2단지,38025,9220,14119,9220,14119,0,777.97
송도풍림아이원2단지,38026,8649,5054,8649,5054,0,456.77
송도풍림아이원2단지,38034,26029,3392,26029,3392,0,980.7
송도풍림아이원4단지,38032,4276,10053,4276,10053,0,477.63
송도힐스테이트,38479,19692,7283,19692,7283,0,899.17
송도힐스테이트5단지,38393,7294,7995,7294,7995,0,509.63
송도힐스테이트6단지,38554,49,194,49,194,0,8.1
송동마을.서초힐스아파트,22286,1621,2811,1621,2811,0,147.73
송동마을.서초힐스아파트,22962,2741,364,2741,364,0,103.5
송림119안전센터,36165,80,308,80,308,0,12.93
송림3.5동행정복지센터(재능대정문),36030,2727,10265,2727,10265,0,433.07
송림4동행정복지센터(재능대후문),36127,3436,2622,3436,2622,0,201.93
송림고가교,37491,2352,1312,2352,1312,0,122.13
송림고가교,37492,1429,2838,1429,2838,0,142.23
송림고개(도화신동아아파트),37439,10988,8633,10988,8633,0,654.03
송림고개(도화신동아아파트),37501,10869,8803,10869,8803,0,655.73
송림동진로아파트,36154,274,314,274,314,0,19.6
송림동진로아파트,36155,106,822,106,822,0,30.93
송림동트레이더스홀세일클럽,36098,5909,8008,5909,8008,0,463.9
송림동트레이더스홀세일클럽,36100,7676,4815,7676,4815,0,416.37
송림빌라,43316,16,0,16,0,0,0.53
송림빌라,43775,0,25,0,25,0,0.83
송림시장,36015,401,430,401,430,0,27.7
송림오거리,36131,17142,4371,17142,4371,0,717.1
송림오거리,36132,4328,11743,4328,11743,0,535.7
송림주유소,36090,602,589,602,589,0,39.7
송림체육관,36130,830,47,830,47,0,29.23
송림체육관,36148,22,359,22,359,0,12.7
송림체육관후문,36153,749,382,749,382,0,37.7
송림휴먼시아,36124,30,851,30,851,0,29.37
송림휴먼시아,36125,58,1341,58,1341,0,46.63
송마3리,80157,795,54,795,54,0,28.3
송마3리,80158,44,413,44,413,0,15.23
송마리입구,80159,45,792,45,792,0,27.9
송마리입구,80160,528,120,528,120,0,21.6
송명초등학교,92013,4700,334,4700,334,0,167.8
송산,43482,43,21,43,21,0,2.13
송산,43710,12,43,12,43,0,1.83
송산교회,43956,15,21,15,21,0,1.2
송산삼거리,43480,96,4,92,4,4,3.33
송산삼거리,43611,0,86,0,86,0,2.87
송악골,90464,8,0,8,0,0,0.27
송암박두성생가입구,90396,0,15,0,15,0,0.5
송암박두성생가입구,90397,23,0,23,0,0,0.77
송월동동화마을,35189,6803,2977,6803,2977,0,326
송월동동화마을,35190,3081,9470,3081,9470,0,418.37
송월아파트,35193,2372,505,2372,505,0,95.9
송월아파트,35194,776,2800,776,2800,0,119.2
송정역,25184,638,7804,638,7804,0,281.4
송정역,25185,4229,106,4229,106,0,144.5
송정역(중),16015,4510,541,4510,541,0,168.37
